instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,weekday_nome,estacao_nome,tempo_nome,temp_norm,hum_norm,windspeed_norm
12766,2012-06-21,3,1,6,2,0,4,1,1,0.72,0.697,0.79,0.1045,11,7,18,Qui,Verão,Bom tempo,0.7142857142857143,0.79,0.12284001410603033
12767,2012-06-21,3,1,6,3,0,4,1,1,0.72,0.697,0.74,0.0,3,8,11,Qui,Verão,Bom tempo,0.7142857142857143,0.74,0.0
12768,2012-06-21,3,1,6,4,0,4,1,1,0.7,0.6667,0.84,0.0896,1,11,12,Qui,Verão,Bom tempo,0.6938775510204082,0.84,0.10532502644880687
12769,2012-06-21,3,1,6,5,0,4,1,1,0.7,0.6667,0.84,0.1045,3,37,40,Qui,Verão,Bom tempo,0.6938775510204082,0.84,0.12284001410603033
12770,2012-06-21,3,1,6,6,0,4,1,2,0.7,0.6667,0.84,0.0896,3,147,150,Qui,Verão,Nublado,0.6938775510204082,0.84,0.10532502644880687
12771,2012-06-21,3,1,6,7,0,4,1,2,0.7,0.6667,0.84,0.0896,26,437,463,Qui,Verão,Nublado,0.6938775510204082,0.84,0.10532502644880687
12772,2012-06-21,3,1,6,8,0,4,1,1,0.74,0.697,0.7,0.0,27,563,590,Qui,Verão,Bom tempo,0.7346938775510204,0.7,0.0
12773,2012-06-21,3,1,6,9,0,4,1,1,0.8,0.7576,0.55,0.194,32,224,256,Qui,Verão,Bom tempo,0.7959183673469388,0.55,0.22804749030210417
12774,2012-06-21,3,1,6,10,0,4,1,1,0.84,0.7879,0.49,0.1045,36,114,150,Qui,Verão,Bom tempo,0.836734693877551,0.49,0.12284001410603033
12775,2012-06-21,3,1,6,11,0,4,1,1,0.86,0.7879,0.41,0.1343,40,121,161,Qui,Verão,Bom tempo,0.8571428571428571,0.41,0.15786998942047725
12776,2012-06-21,3,1,6,12,0,4,1,1,0.9,0.8182,0.35,0.194,33,182,215,Qui,Verão,Bom tempo,0.8979591836734694,0.35,0.22804749030210417
12777,2012-06-21,3,1,6,13,0,4,1,1,0.9,0.8182,0.35,0.0,31,141,172,Qui,Verão,Bom tempo,0.8979591836734694,0.35,0.0
12778,2012-06-21,3,1,6,14,0,4,1,1,0.88,0.7879,0.37,0.1642,27,149,176,Qui,Verão,Bom tempo,0.8775510204081632,0.37,0.19301751498765723
12779,2012-06-21,3,1,6,15,0,4,1,1,0.92,0.8333,0.33,0.1642,40,154,194,Qui,Verão,Bom tempo,0.9183673469387755,0.33,0.19301751498765723
12780,2012-06-21,3,1,6,16,0,4,1,1,0.9,0.8182,0.35,0.1343,37,283,320,Qui,Verão,Bom tempo,0.8979591836734694,0.35,0.15786998942047725
12781,2012-06-21,3,1,6,17,0,4,1,1,0.88,0.7879,0.37,0.0,80,535,615,Qui,Verão,Bom tempo,0.8775510204081632,0.37,0.0
12782,2012-06-21,3,1,6,18,0,4,1,1,0.86,0.7879,0.41,0.194,78,562,640,Qui,Verão,Bom tempo,0.8571428571428571,0.41,0.22804749030210417
12783,2012-06-21,3,1,6,19,0,4,1,1,0.88,0.803,0.39,0.2239,84,415,499,Qui,Verão,Bom tempo,0.8775510204081632,0.39,0.2631950158692841
12784,2012-06-21,3,1,6,20,0,4,1,1,0.86,0.7879,0.44,0.194,79,357,436,Qui,Verão,Bom tempo,0.8571428571428571,0.44,0.22804749030210417
12785,2012-06-21,3,1,6,21,0,4,1,1,0.82,0.7727,0.52,0.194,55,256,311,Qui,Verão,Bom tempo,0.8163265306122448,0.52,0.22804749030210417
12786,2012-06-21,3,1,6,22,0,4,1,1,0.8,0.7879,0.63,0.1642,22,221,243,Qui,Verão,Bom tempo,0.7959183673469388,0.63,0.19301751498765723
12787,2012-06-21,3,1,6,23,0,4,1,1,0.8,0.7727,0.59,0.0896,12,134,146,Qui,Verão,Bom tempo,0.7959183673469388,0.59,0.10532502644880687
12788,2012-06-22,3,1,6,0,0,5,1,2,0.76,0.7273,0.7,0.1045,16,77,93,Sex,Verão,Nublado,0.7551020408163265,0.7,0.12284001410603033
12789,2012-06-22,3,1,6,1,0,5,1,1,0.76,0.7424,0.75,0.1642,3,28,31,Sex,Verão,Bom tempo,0.7551020408163265,0.75,0.19301751498765723
12790,2012-06-22,3,1,6,2,0,5,1,1,0.74,0.7121,0.79,0.0,0,12,12,Sex,Verão,Bom tempo,0.7346938775510204,0.79,0.0
12791,2012-06-22,3,1,6,3,0,5,1,1,0.74,0.7121,0.79,0.0,1,6,7,Sex,Verão,Bom tempo,0.7346938775510204,0.79,0.0
12792,2012-06-22,3,1,6,4,0,5,1,2,0.76,0.7273,0.66,0.0,3,7,10,Sex,Verão,Nublado,0.7551020408163265,0.66,0.0
12793,2012-06-22,3,1,6,5,0,5,1,2,0.74,0.697,0.66,0.0896,3,35,38,Sex,Verão,Nublado,0.7346938775510204,0.66,0.10532502644880687
12794,2012-06-22,3,1,6,6,0,5,1,2,0.74,0.697,0.66,0.0,4,118,122,Sex,Verão,Nublado,0.7346938775510204,0.66,0.0
12795,2012-06-22,3,1,6,7,0,5,1,1,0.74,0.6818,0.58,0.1642,19,340,359,Sex,Verão,Bom tempo,0.7346938775510204,0.58,0.19301751498765723
12796,2012-06-22,3,1,6,8,0,5,1,1,0.76,0.697,0.55,0.1343,49,564,613,Sex,Verão,Bom tempo,0.7551020408163265,0.55,0.15786998942047725
12797,2012-06-22,3,1,6,9,0,5,1,1,0.76,0.7121,0.58,0.2239,55,278,333,Sex,Verão,Bom tempo,0.7551020408163265,0.58,0.2631950158692841
12798,2012-06-22,3,1,6,10,0,5,1,1,0.8,0.7424,0.52,0.3582,52,133,185,Sex,Verão,Bom tempo,0.7959183673469388,0.52,0.42106500528976143
12799,2012-06-22,3,1,6,11,0,5,1,1,0.8,0.7424,0.49,0.1642,76,160,236,Sex,Verão,Bom tempo,0.7959183673469388,0.49,0.19301751498765723
12800,2012-06-22,3,1,6,12,0,5,1,1,0.84,0.7879,0.49,0.1343,63,191,254,Sex,Verão,Bom tempo,0.836734693877551,0.49,0.15786998942047725
12801,2012-06-22,3,1,6,13,0,5,1,1,0.88,0.803,0.39,0.2239,72,228,300,Sex,Verão,Bom tempo,0.8775510204081632,0.39,0.2631950158692841
12802,2012-06-22,3,1,6,14,0,5,1,1,0.88,0.803,0.39,0.2239,65,198,263,Sex,Verão,Bom tempo,0.8775510204081632,0.39,0.2631950158692841
12803,2012-06-22,3,1,6,15,0,5,1,1,0.9,0.8182,0.35,0.3582,72,212,284,Sex,Verão,Bom tempo,0.8979591836734694,0.35,0.42106500528976143
12804,2012-06-22,3,1,6,16,0,5,1,1,0.9,0.803,0.31,0.2239,67,313,380,Sex,Verão,Bom tempo,0.8979591836734694,0.31,0.2631950158692841
12805,2012-06-22,3,1,6,17,0,5,1,2,0.82,0.7273,0.38,0.1642,95,551,646,Sex,Verão,Nublado,0.8163265306122448,0.38,0.19301751498765723
12806,2012-06-22,3,1,6,18,0,5,1,2,0.8,0.7576,0.55,0.194,62,443,505,Sex,Verão,Nublado,0.7959183673469388,0.55,0.22804749030210417
12807,2012-06-22,3,1,6,19,0,5,1,2,0.76,0.697,0.55,0.5224,45,317,362,Sex,Verão,Nublado,0.7551020408163265,0.55,0.6140825202774186
12808,2012-06-22,3,1,6,20,0,5,1,2,0.76,0.697,0.55,0.5224,31,171,202,Sex,Verão,Nublado,0.7551020408163265,0.55,0.6140825202774186
12809,2012-06-22,3,1,6,21,0,5,1,3,0.68,0.6364,0.65,0.2836,40,177,217,Sex,Verão,Chuva leve,0.6734693877551021,0.65,0.33337251675091106
12810,2012-06-22,3,1,6,22,0,5,1,1,0.68,0.6364,0.69,0.1343,42,155,197,Sex,Verão,Bom tempo,0.6734693877551021,0.69,0.15786998942047725
12811,2012-06-22,3,1,6,23,0,5,1,2,0.66,0.6212,0.74,0.0,29,145,174,Sex,Verão,Nublado,0.653061224489796,0.74,0.0
12812,2012-06-23,3,1,6,0,0,6,0,1,0.64,0.5758,0.83,0.0,14,102,116,Sáb,Verão,Bom tempo,0.6326530612244898,0.83,0.0
12813,2012-06-23,3,1,6,1,0,6,0,1,0.66,0.6061,0.78,0.1343,16,107,123,Sáb,Verão,Bom tempo,0.653061224489796,0.78,0.15786998942047725
12814,2012-06-23,3,1,6,2,0,6,0,2,0.64,0.5758,0.83,0.194,18,75,93,Sáb,Verão,Nublado,0.6326530612244898,0.83,0.22804749030210417
12815,2012-06-23,3,1,6,3,0,6,0,2,0.64,0.5758,0.83,0.0896,10,32,42,Sáb,Verão,Nublado,0.6326530612244898,0.83,0.10532502644880687
12816,2012-06-23,3,1,6,4,0,6,0,2,0.64,0.5758,0.83,0.1642,6,13,19,Sáb,Verão,Nublado,0.6326530612244898,0.83,0.19301751498765723
12817,2012-06-23,3,1,6,5,0,6,0,2,0.64,0.5758,0.83,0.194,1,11,12,Sáb,Verão,Nublado,0.6326530612244898,0.83,0.22804749030210417
12818,2012-06-23,3,1,6,6,0,6,0,1,0.64,0.5758,0.83,0.0896,10,37,47,Sáb,Verão,Bom tempo,0.6326530612244898,0.83,0.10532502644880687
12819,2012-06-23,3,1,6,7,0,6,0,1,0.64,0.5758,0.83,0.1642,19,59,78,Sáb,Verão,Bom tempo,0.6326530612244898,0.83,0.19301751498765723
12820,2012-06-23,3,1,6,8,0,6,0,1,0.68,0.6364,0.69,0.2239,34,133,167,Sáb,Verão,Bom tempo,0.6734693877551021,0.69,0.2631950158692841
12821,2012-06-23,3,1,6,9,0,6,0,1,0.72,0.6818,0.62,0.194,85,247,332,Sáb,Verão,Bom tempo,0.7142857142857143,0.62,0.22804749030210417
12822,2012-06-23,3,1,6,10,0,6,0,1,0.74,0.6818,0.55,0.194,177,317,494,Sáb,Verão,Bom tempo,0.7346938775510204,0.55,0.22804749030210417
12823,2012-06-23,3,1,6,11,0,6,0,1,0.76,0.6818,0.48,0.2239,167,349,516,Sáb,Verão,Bom tempo,0.7551020408163265,0.48,0.2631950158692841
12824,2012-06-23,3,1,6,12,0,6,0,1,0.8,0.7273,0.43,0.194,203,399,602,Sáb,Verão,Bom tempo,0.7959183673469388,0.43,0.22804749030210417
12825,2012-06-23,3,1,6,13,0,6,0,1,0.82,0.7273,0.34,0.194,226,338,564,Sáb,Verão,Bom tempo,0.8163265306122448,0.34,0.22804749030210417
12826,2012-06-23,3,1,6,14,0,6,0,1,0.78,0.6818,0.33,0.2537,238,371,609,Sáb,Verão,Bom tempo,0.7755102040816326,0.33,0.298224991183731
12827,2012-06-23,3,1,6,15,0,6,0,1,0.84,0.7273,0.3,0.3284,217,266,483,Sáb,Verão,Bom tempo,0.836734693877551,0.3,0.38603502997531447
12828,2012-06-23,3,1,6,16,0,6,0,1,0.84,0.7121,0.26,0.2985,196,317,513,Sáb,Verão,Bom tempo,0.836734693877551,0.26,0.3508875044081345
12829,2012-06-23,3,1,6,17,0,6,0,1,0.82,0.7121,0.26,0.2537,214,316,530,Sáb,Verão,Bom tempo,0.8163265306122448,0.26,0.298224991183731
12830,2012-06-23,3,1,6,18,0,6,0,1,0.82,0.7121,0.26,0.2985,194,287,481,Sáb,Verão,Bom tempo,0.8163265306122448,0.26,0.3508875044081345
12831,2012-06-23,3,1,6,19,0,6,0,1,0.8,0.697,0.27,0.194,185,240,425,Sáb,Verão,Bom tempo,0.7959183673469388,0.27,0.22804749030210417
12832,2012-06-23,3,1,6,20,0,6,0,1,0.78,0.6818,0.31,0.194,158,228,386,Sáb,Verão,Bom tempo,0.7755102040816326,0.31,0.22804749030210417
12833,2012-06-23,3,1,6,21,0,6,0,1,0.76,0.6667,0.33,0.1343,99,223,322,Sáb,Verão,Bom tempo,0.7551020408163265,0.33,0.15786998942047725
12834,2012-06-23,3,1,6,22,0,6,0,1,0.74,0.6515,0.37,0.1045,101,178,279,Sáb,Verão,Bom tempo,0.7346938775510204,0.37,0.12284001410603033
12835,2012-06-23,3,1,6,23,0,6,0,1,0.72,0.6515,0.44,0.0,69,156,225,Sáb,Verão,Bom tempo,0.7142857142857143,0.44,0.0
12836,2012-06-24,3,1,6,0,0,0,0,1,0.7,0.6515,0.51,0.0,31,132,163,Dom,Verão,Bom tempo,0.6938775510204082,0.51,0.0
12837,2012-06-24,3,1,6,1,0,0,0,2,0.68,0.6364,0.54,0.0896,39,88,127,Dom,Verão,Nublado,0.6734693877551021,0.54,0.10532502644880687
12838,2012-06-24,3,1,6,2,0,0,0,2,0.68,0.6364,0.51,0.0,34,80,114,Dom,Verão,Nublado,0.6734693877551021,0.51,0.0
12839,2012-06-24,3,1,6,3,0,0,0,2,0.66,0.6212,0.65,0.0896,19,41,60,Dom,Verão,Nublado,0.653061224489796,0.65,0.10532502644880687
12840,2012-06-24,3,1,6,4,0,0,0,2,0.66,0.6212,0.65,0.0,4,9,13,Dom,Verão,Nublado,0.653061224489796,0.65,0.0
12841,2012-06-24,3,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.1343,1,7,8,Dom,Verão,Bom tempo,0.6122448979591837,0.69,0.15786998942047725
12842,2012-06-24,3,1,6,6,0,0,0,1,0.64,0.6061,0.65,0.1642,6,19,25,Dom,Verão,Bom tempo,0.6326530612244898,0.65,0.19301751498765723
12843,2012-06-24,3,1,6,7,0,0,0,1,0.64,0.6061,0.69,0.1045,23,48,71,Dom,Verão,Bom tempo,0.6326530612244898,0.69,0.12284001410603033
12844,2012-06-24,3,1,6,8,0,0,0,1,0.7,0.6515,0.58,0.0,38,103,141,Dom,Verão,Bom tempo,0.6938775510204082,0.58,0.0
12845,2012-06-24,3,1,6,9,0,0,0,1,0.72,0.6667,0.51,0.0,63,169,232,Dom,Verão,Bom tempo,0.7142857142857143,0.51,0.0
12846,2012-06-24,3,1,6,10,0,0,0,1,0.76,0.6818,0.4,0.0,161,291,452,Dom,Verão,Bom tempo,0.7551020408163265,0.4,0.0
12847,2012-06-24,3,1,6,11,0,0,0,1,0.76,0.6818,0.4,0.1343,215,291,506,Dom,Verão,Bom tempo,0.7551020408163265,0.4,0.15786998942047725
12848,2012-06-24,3,1,6,12,0,0,0,1,0.8,0.697,0.33,0.2239,227,329,556,Dom,Verão,Bom tempo,0.7959183673469388,0.33,0.2631950158692841
12849,2012-06-24,3,1,6,13,0,0,0,1,0.8,0.697,0.33,0.2836,237,348,585,Dom,Verão,Bom tempo,0.7959183673469388,0.33,0.33337251675091106
12850,2012-06-24,3,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.2985,253,298,551,Dom,Verão,Bom tempo,0.836734693877551,0.3,0.3508875044081345
12851,2012-06-24,3,1,6,15,0,0,0,1,0.86,0.7424,0.28,0.2239,197,290,487,Dom,Verão,Bom tempo,0.8571428571428571,0.28,0.2631950158692841
12852,2012-06-24,3,1,6,16,0,0,0,1,0.84,0.7273,0.3,0.2537,181,280,461,Dom,Verão,Bom tempo,0.836734693877551,0.3,0.298224991183731
12853,2012-06-24,3,1,6,17,0,0,0,1,0.84,0.7273,0.32,0.2537,203,329,532,Dom,Verão,Bom tempo,0.836734693877551,0.32,0.298224991183731
12854,2012-06-24,3,1,6,18,0,0,0,1,0.82,0.7273,0.34,0.2537,186,348,534,Dom,Verão,Bom tempo,0.8163265306122448,0.34,0.298224991183731
12855,2012-06-24,3,1,6,19,0,0,0,1,0.8,0.7121,0.38,0.2985,176,247,423,Dom,Verão,Bom tempo,0.7959183673469388,0.38,0.3508875044081345
12856,2012-06-24,3,1,6,20,0,0,0,1,0.78,0.697,0.46,0.2537,108,224,332,Dom,Verão,Bom tempo,0.7755102040816326,0.46,0.298224991183731
12857,2012-06-24,3,1,6,21,0,0,0,1,0.76,0.697,0.55,0.2239,76,177,253,Dom,Verão,Bom tempo,0.7551020408163265,0.55,0.2631950158692841
12858,2012-06-24,3,1,6,22,0,0,0,1,0.74,0.6818,0.55,0.1045,53,125,178,Dom,Verão,Bom tempo,0.7346938775510204,0.55,0.12284001410603033
12859,2012-06-24,3,1,6,23,0,0,0,1,0.74,0.6818,0.58,0.1045,20,67,87,Dom,Verão,Bom tempo,0.7346938775510204,0.58,0.12284001410603033
12860,2012-06-25,3,1,6,0,0,1,1,1,0.72,0.6818,0.62,0.2537,31,37,68,Seg,Verão,Bom tempo,0.7142857142857143,0.62,0.298224991183731
12861,2012-06-25,3,1,6,1,0,1,1,1,0.7,0.6515,0.65,0.2239,11,20,31,Seg,Verão,Bom tempo,0.6938775510204082,0.65,0.2631950158692841
12862,2012-06-25,3,1,6,2,0,1,1,1,0.7,0.6515,0.7,0.2239,4,10,14,Seg,Verão,Bom tempo,0.6938775510204082,0.7,0.2631950158692841
12863,2012-06-25,3,1,6,3,0,1,1,1,0.68,0.6364,0.69,0.2537,1,4,5,Seg,Verão,Bom tempo,0.6734693877551021,0.69,0.298224991183731
12864,2012-06-25,3,1,6,4,0,1,1,1,0.66,0.6061,0.78,0.2537,0,4,4,Seg,Verão,Bom tempo,0.653061224489796,0.78,0.298224991183731
12865,2012-06-25,3,1,6,5,0,1,1,1,0.66,0.6212,0.74,0.1642,1,42,43,Seg,Verão,Bom tempo,0.653061224489796,0.74,0.19301751498765723
12866,2012-06-25,3,1,6,6,0,1,1,1,0.64,0.5909,0.78,0.1642,11,147,158,Seg,Verão,Bom tempo,0.6326530612244898,0.78,0.19301751498765723
12867,2012-06-25,3,1,6,7,0,1,1,1,0.66,0.6212,0.74,0.2239,30,455,485,Seg,Verão,Bom tempo,0.653061224489796,0.74,0.2631950158692841
12868,2012-06-25,3,1,6,8,0,1,1,1,0.66,0.6212,0.69,0.194,53,555,608,Seg,Verão,Bom tempo,0.653061224489796,0.69,0.22804749030210417
12869,2012-06-25,3,1,6,9,0,1,1,1,0.7,0.6515,0.65,0.194,37,231,268,Seg,Verão,Bom tempo,0.6938775510204082,0.65,0.22804749030210417
12870,2012-06-25,3,1,6,10,0,1,1,1,0.76,0.697,0.55,0.1642,58,126,184,Seg,Verão,Bom tempo,0.7551020408163265,0.55,0.19301751498765723
12871,2012-06-25,3,1,6,11,0,1,1,1,0.8,0.7273,0.43,0.3284,54,127,181,Seg,Verão,Bom tempo,0.7959183673469388,0.43,0.38603502997531447
12872,2012-06-25,3,1,6,12,0,1,1,2,0.76,0.6818,0.45,0.2985,74,196,270,Seg,Verão,Nublado,0.7551020408163265,0.45,0.3508875044081345
12873,2012-06-25,3,1,6,13,0,1,1,1,0.72,0.6667,0.51,0.2985,79,181,260,Seg,Verão,Bom tempo,0.7142857142857143,0.51,0.3508875044081345
12874,2012-06-25,3,1,6,14,0,1,1,1,0.78,0.697,0.43,0.2537,90,161,251,Seg,Verão,Bom tempo,0.7755102040816326,0.43,0.298224991183731
12875,2012-06-25,3,1,6,15,0,1,1,1,0.78,0.6818,0.38,0.4627,65,168,233,Seg,Verão,Bom tempo,0.7755102040816326,0.38,0.5439050193957917
12876,2012-06-25,3,1,6,16,0,1,1,1,0.8,0.697,0.31,0.3881,104,310,414,Seg,Verão,Bom tempo,0.7959183673469388,0.31,0.45621253085694136
12877,2012-06-25,3,1,6,17,0,1,1,1,0.8,0.6818,0.24,0.4627,76,757,833,Seg,Verão,Bom tempo,0.7959183673469388,0.24,0.5439050193957917
12878,2012-06-25,3,1,6,18,0,1,1,1,0.76,0.6667,0.27,0.4478,100,691,791,Seg,Verão,Bom tempo,0.7551020408163265,0.27,0.5263900317385682
12879,2012-06-25,3,1,6,19,0,1,1,1,0.74,0.6515,0.27,0.4627,74,508,582,Seg,Verão,Bom tempo,0.7346938775510204,0.27,0.5439050193957917
12880,2012-06-25,3,1,6,20,0,1,1,1,0.72,0.6515,0.3,0.4478,100,375,475,Seg,Verão,Bom tempo,0.7142857142857143,0.3,0.5263900317385682
12881,2012-06-25,3,1,6,21,0,1,1,1,0.68,0.6212,0.3,0.3284,50,281,331,Seg,Verão,Bom tempo,0.6734693877551021,0.3,0.38603502997531447
12882,2012-06-25,3,1,6,22,0,1,1,1,0.66,0.6212,0.29,0.3881,21,166,187,Seg,Verão,Bom tempo,0.653061224489796,0.29,0.45621253085694136
12883,2012-06-25,3,1,6,23,0,1,1,1,0.64,0.6212,0.33,0.3284,15,88,103,Seg,Verão,Bom tempo,0.6326530612244898,0.33,0.38603502997531447
12884,2012-06-26,3,1,6,0,0,2,1,1,0.62,0.6212,0.33,0.3284,8,29,37,Ter,Verão,Bom tempo,0.6122448979591837,0.33,0.38603502997531447
12885,2012-06-26,3,1,6,1,0,2,1,1,0.6,0.6212,0.35,0.3881,11,19,30,Ter,Verão,Bom tempo,0.5918367346938775,0.35,0.45621253085694136
12886,2012-06-26,3,1,6,2,0,2,1,1,0.56,0.5303,0.43,0.2836,2,7,9,Ter,Verão,Bom tempo,0.5510204081632654,0.43,0.33337251675091106
12887,2012-06-26,3,1,6,3,0,2,1,1,0.54,0.5152,0.45,0.2836,2,7,9,Ter,Verão,Bom tempo,0.5306122448979592,0.45,0.33337251675091106
12888,2012-06-26,3,1,6,4,0,2,1,1,0.54,0.5152,0.45,0.2985,1,9,10,Ter,Verão,Bom tempo,0.5306122448979592,0.45,0.3508875044081345
12889,2012-06-26,3,1,6,5,0,2,1,1,0.52,0.5,0.48,0.3881,3,36,39,Ter,Verão,Bom tempo,0.5102040816326531,0.48,0.45621253085694136
12890,2012-06-26,3,1,6,6,0,2,1,1,0.52,0.5,0.52,0.2985,12,176,188,Ter,Verão,Bom tempo,0.5102040816326531,0.52,0.3508875044081345
12891,2012-06-26,3,1,6,7,0,2,1,1,0.52,0.5,0.52,0.3582,21,531,552,Ter,Verão,Bom tempo,0.5102040816326531,0.52,0.42106500528976143
12892,2012-06-26,3,1,6,8,0,2,1,1,0.56,0.5303,0.49,0.3284,34,622,656,Ter,Verão,Bom tempo,0.5510204081632654,0.49,0.38603502997531447
12893,2012-06-26,3,1,6,9,0,2,1,1,0.58,0.5455,0.46,0.4179,30,298,328,Ter,Verão,Bom tempo,0.5714285714285714,0.46,0.49124250617138826
12894,2012-06-26,3,1,6,10,0,2,1,1,0.62,0.6212,0.41,0.3582,37,153,190,Ter,Verão,Bom tempo,0.6122448979591837,0.41,0.42106500528976143
12895,2012-06-26,3,1,6,11,0,2,1,1,0.64,0.6212,0.36,0.4179,46,189,235,Ter,Verão,Bom tempo,0.6326530612244898,0.36,0.49124250617138826
12896,2012-06-26,3,1,6,12,0,2,1,1,0.66,0.6212,0.34,0.4478,80,228,308,Ter,Verão,Bom tempo,0.653061224489796,0.34,0.5263900317385682
12897,2012-06-26,3,1,6,13,0,2,1,1,0.7,0.6364,0.3,0.4627,74,232,306,Ter,Verão,Bom tempo,0.6938775510204082,0.3,0.5439050193957917
12898,2012-06-26,3,1,6,14,0,2,1,1,0.7,0.6364,0.3,0.4627,81,186,267,Ter,Verão,Bom tempo,0.6938775510204082,0.3,0.5439050193957917
12899,2012-06-26,3,1,6,15,0,2,1,1,0.72,0.6515,0.28,0.4627,88,229,317,Ter,Verão,Bom tempo,0.7142857142857143,0.28,0.5439050193957917
12900,2012-06-26,3,1,6,16,0,2,1,1,0.72,0.6364,0.26,0.4925,67,349,416,Ter,Verão,Bom tempo,0.7142857142857143,0.26,0.5789349947102387
12901,2012-06-26,3,1,6,17,0,2,1,1,0.72,0.6515,0.28,0.4179,104,796,900,Ter,Verão,Bom tempo,0.7142857142857143,0.28,0.49124250617138826
12902,2012-06-26,3,1,6,18,0,2,1,1,0.72,0.6515,0.28,0.3582,105,719,824,Ter,Verão,Bom tempo,0.7142857142857143,0.28,0.42106500528976143
12903,2012-06-26,3,1,6,19,0,2,1,1,0.72,0.6515,0.28,0.2239,83,529,612,Ter,Verão,Bom tempo,0.7142857142857143,0.28,0.2631950158692841
12904,2012-06-26,3,1,6,20,0,2,1,1,0.7,0.6364,0.3,0.2836,88,417,505,Ter,Verão,Bom tempo,0.6938775510204082,0.3,0.33337251675091106
12905,2012-06-26,3,1,6,21,0,2,1,1,0.68,0.6364,0.34,0.194,61,267,328,Ter,Verão,Bom tempo,0.6734693877551021,0.34,0.22804749030210417
12906,2012-06-26,3,1,6,22,0,2,1,1,0.66,0.6212,0.34,0.2537,26,219,245,Ter,Verão,Bom tempo,0.653061224489796,0.34,0.298224991183731
12907,2012-06-26,3,1,6,23,0,2,1,1,0.62,0.6212,0.41,0.1343,13,118,131,Ter,Verão,Bom tempo,0.6122448979591837,0.41,0.15786998942047725
12908,2012-06-27,3,1,6,0,0,3,1,1,0.62,0.6212,0.41,0.194,15,39,54,Qua,Verão,Bom tempo,0.6122448979591837,0.41,0.22804749030210417
12909,2012-06-27,3,1,6,1,0,3,1,1,0.6,0.6212,0.43,0.1642,5,18,23,Qua,Verão,Bom tempo,0.5918367346938775,0.43,0.19301751498765723
12910,2012-06-27,3,1,6,2,0,3,1,1,0.56,0.5303,0.49,0.1343,2,12,14,Qua,Verão,Bom tempo,0.5510204081632654,0.49,0.15786998942047725
12911,2012-06-27,3,1,6,3,0,3,1,1,0.58,0.5455,0.46,0.0896,1,7,8,Qua,Verão,Bom tempo,0.5714285714285714,0.46,0.10532502644880687
12912,2012-06-27,3,1,6,4,0,3,1,1,0.6,0.6212,0.4,0.2537,0,11,11,Qua,Verão,Bom tempo,0.5918367346938775,0.4,0.298224991183731
12913,2012-06-27,3,1,6,5,0,3,1,1,0.6,0.6212,0.43,0.2836,2,34,36,Qua,Verão,Bom tempo,0.5918367346938775,0.43,0.33337251675091106
12914,2012-06-27,3,1,6,6,0,3,1,1,0.58,0.5455,0.46,0.2836,7,193,200,Qua,Verão,Bom tempo,0.5714285714285714,0.46,0.33337251675091106
12915,2012-06-27,3,1,6,7,0,3,1,1,0.6,0.6212,0.43,0.3582,29,498,527,Qua,Verão,Bom tempo,0.5918367346938775,0.43,0.42106500528976143
12916,2012-06-27,3,1,6,8,0,3,1,1,0.62,0.6212,0.43,0.3284,49,638,687,Qua,Verão,Bom tempo,0.6122448979591837,0.43,0.38603502997531447
12917,2012-06-27,3,1,6,9,0,3,1,1,0.66,0.6212,0.41,0.3582,29,253,282,Qua,Verão,Bom tempo,0.653061224489796,0.41,0.42106500528976143
12918,2012-06-27,3,1,6,10,0,3,1,1,0.7,0.6364,0.37,0.2537,34,138,172,Qua,Verão,Bom tempo,0.6938775510204082,0.37,0.298224991183731
12919,2012-06-27,3,1,6,11,0,3,1,1,0.74,0.6515,0.3,0.3284,64,145,209,Qua,Verão,Bom tempo,0.7346938775510204,0.3,0.38603502997531447
12920,2012-06-27,3,1,6,12,0,3,1,1,0.76,0.6667,0.29,0.2985,77,245,322,Qua,Verão,Bom tempo,0.7551020408163265,0.29,0.3508875044081345
12921,2012-06-27,3,1,6,13,0,3,1,1,0.8,0.697,0.27,0.3284,77,244,321,Qua,Verão,Bom tempo,0.7959183673469388,0.27,0.38603502997531447
12922,2012-06-27,3,1,6,14,0,3,1,1,0.8,0.6818,0.24,0.3582,78,192,270,Qua,Verão,Bom tempo,0.7959183673469388,0.24,0.42106500528976143
12923,2012-06-27,3,1,6,15,0,3,1,1,0.8,0.697,0.26,0.4627,61,188,249,Qua,Verão,Bom tempo,0.7959183673469388,0.26,0.5439050193957917
12924,2012-06-27,3,1,6,16,0,3,1,1,0.82,0.697,0.24,0.4478,55,337,392,Qua,Verão,Bom tempo,0.8163265306122448,0.24,0.5263900317385682
12925,2012-06-27,3,1,6,17,0,3,1,1,0.82,0.697,0.24,0.3881,113,730,843,Qua,Verão,Bom tempo,0.8163265306122448,0.24,0.45621253085694136
12926,2012-06-27,3,1,6,18,0,3,1,1,0.8,0.697,0.27,0.3284,85,719,804,Qua,Verão,Bom tempo,0.7959183673469388,0.27,0.38603502997531447
12927,2012-06-27,3,1,6,19,0,3,1,1,0.78,0.6818,0.29,0.3284,101,542,643,Qua,Verão,Bom tempo,0.7755102040816326,0.29,0.38603502997531447
